polarity,text
4,ME LUCY AND TAMZ gott a blog check it out  --&gt; http://razdazical.blogspot.com/
4,It's now pissing down. Good old scotland never let's you down 
4,@Francismata Hello dear Francis!  hugz!  What's politically exciting over your side?  
4,My point G is at the end of the word SHOPPING !! 
4,@juliamele Welcome to twitterverse Julia. English only!  btw.. is this class fun or what?!
4,ad: The smart way to promote products and services on Twitter! It really works  Try it now - http://be-a-magpie.com/xygbn8
4,@sassyshannon I'm just being lazy and want to do it all from my phone. My bb is still a novelty to me   http://myloc.me/6pQ
4,"@y0rkfiles Yeah, we are. http://tinyurl.com/d5woc7 "
4,Here's a morning &quot;wow&quot; for ya. http://tinyurl.com/cb7sjg I'ma go make coffee now. 
4,@Jantunstill It's lovely isn't it!  I love days like this 
4,@jaredleto http://twitpic.com/3jzmw - I think that's your plaid shirt! 
4,IDIOT: Hi (at)Jessicas64  Th*nks for the follow (iAlex94)
4,"@mileycyrus hm,cute mask.I prefer the left one. "
4,"I finished my song 'How it all started (a long time ago)', about the start of my band The Bruinsma Brothers. It turned out mind melting "
4,@brittneyynicole Boooo!!!! U suck!!!  JK Sleep well! Dont 4get how lucky u r. I have 2 stack multi pillows 4 extra comfort @ night ;)
4,"@DanielMiller89 touch or keyboard?  I prefer the E71, but I'm fond of Nokias."
4,"is trying to remember why I joined Twitter...Oh yeah, NBA Playoffs 2009, Viktorio, &amp; Ellen! "
4, Found her JRM icons!
4,@DanielMiller89 thanks  I shall watch soon with excitment *screams like a girl* lol haha hmm maybe not like a girl.
4,the twitter wishlist: http://twtwlst.com/ 
4,"@X929 Hey Jay, play Metric so I can go to bed please "
4,"@brittpols I have odd notions of fun, I admit  I'm shocked how much stats stuff I've forgotten since school."
4,@KeithLFC Morning! Thanks for the follow. How r u? 
4,@penguinbooks a big  to the take that news
4,"@big_hard_lad @jamie_oliver I frikkin' love that battered chix wrapped in parma ham and parmesan.  I likes a rhyme, too "
4,@Gamedigital no! too angry... use a pokemon... much nicer... 
4,@mileycyrus http://twitpic.com/3pf7v - both of u look great~~~ 
4,Sun is back 
4,today's work is done..i'm going home now..i'll try to go online tonight 
4,"@gnomeangel O.o i watched that yesterday hehe, its a good girly film "
4,@thebleachworks cool dude awesome thanks hope I didnt make u feel hostile lol just asked 
4,@amyderby And here I thought the whale was a peaceful animal. Thanks for keeping me posted on his/her mean streak 
4,@caldjr lol  so is that a 'come in the 30's are warm'?
4,lun hummersalat = god lunch 
4,@marco_cali thanks man.  i have a tendency to fluff a bit. i used that to get it out of my system. maybe i'll start it up again...
4,@becki023 Haha. I may have to make it BSG themed. I'll figure something soon enough 
4,@DecisionMusic that cypher was phat dude keep it up 
4,@mileycyrus I really like it!!  It's beautiful!! 
4,@amykate Cool! Looking forward to it 
4,"@Theprowler relax, concentrate on nothing, let instinct win out, find your power animal  Mine is apparently a skunk (acc to CHuck P)"
4,http://twitpic.com/3pffl - Perfect. I love them together 
4,Catching up on all the TV from last night 
4,Hello there: Hello guys I'm Michael.    Glad to be here  http://tinyurl.com/dakxd5
4,@KhuramMalik np. Basically you write a good article maybe suggest to some of the power diggers. Use their contact info on their profile 
4,@mojojay would you buy the 17-40 again? I'm deciding between that and the 24-70 when I get stimulated 
4,"@joeriverlinden This rocks dude, Twitterific is nothing compared to this. Just check it out "
4,"@LadyFLuffstar was only a matter of time, hope shes okay. Least you nevver have to do it again now "
4,@TomMaxwell Hahaha.  Just enjoy your friends there and try to collect new knowledge if possible xD
4,"@wilgeralexander you truly are a sick, sick person...but funny though! "
4,@sampan22 indeed i am...and have got a lovely little colour now  hate bein back in work tho booooooooooooo
4,"@imjustcreative  WHEW, I was going to say. Seeing I don't have insect fingers, maybe someone will develop a pull-out keyboard for them. "
4,@mackoji * what language is that? i changed my name 
4,@kosmar a really scary information for myspace 
4,d[^&gt;^]b eh ma god..maths.....chemistry....science....english and health tests tomoz........ahh...cbff studying ill fail anyways 
4,@ImajicArt 2 be honest i dont mind meeting new ppl - but the normal reaction is 4 ppl 2 look at me lk i'm mad  granted i talk fast
4,Good Morning  Up and about 
4,"Good morning &quot;Tweetybirds&quot; ! A new day to be positive! God is good! Now, let me start off right with some cappucino! "
4,added $8 to India's foreign reserve. Sold my &quot;Money Manager&quot; to a US guy 
4,@chuckdarw1n thank ya 
4,"@ADigitalNomad Well, I hope she would have realised what she was doing ;) Nite nite, sleep well! "
4,We'll be living on KST very soon 
4,@daNanner I think the 31DBBB can help you blog better even if no monetising is wanted or planned. Just my opinion 
4,"Liking Tweetie, It just needs integration with Growl and will be great "
4,Listening to Crystal Castles and waiting to get a huuuuuuuge Ice cream... 
4,@mileycyrus i like the new look  you both look fantastic 
4,"@paigeyjewel Spoon Licking Parades aint held nearly enough ,so Im also diversifying into very messy process of licking mixing bowls too "
4,@TheCRMGuy Well the LotR book wasn't exactly perfect either. But at least it was more clear about the good and evil entities. 
4,At work...watching the latest Hills due to our American IP address! MTV you cannot stop me ..haha! 
4,@mileycyrus pretty haha  Are you in Spain?  Kisses!
4,"ahhh  the sun is shining! it's gonna be a good day, gonna cut my hair later (Y)"
4,"i'm just waking up, i love holidays, it's so good "
4,@misshaleymae You know it baby ! x 
4,Really wanting to see the new Star Trek film now 
4,@therealcharlie hahahaha. that's awesome 
4,I'm developing again 
4,"@aatom no, but alex lent me his spare one... but ive used all the credit up lol, mine will hopefully will be up and running by tonite "
4,sun is out again today  but can't wear pink 2 days in a row ;-) so what shall i go for ? some spring green maybe ?
4,@DianaRusso   Kuranda has link on main page now.lol 
4,@MatthewWells indeed 
4,@Pewari i know you're not  i was assuming it was an issue showing in tweetie
4,"will be in zante in 12 weeks, "
4,is taking the Samstag Nacht DvD collection home... that's LEGENDARY 
4,I love my daddy! He took me to foodtown 5mins before it closed to buy sugar for the brownies im making to take to Lucianes! 
4,Good news: 2/3 dogs now off antibiotics &amp; all can be walked again 
4,"No matter what, today I`m  gonna keep on smiling and being pozitiv.... good things have got to happen "
4,good morning! buenos dias! because few problems with our office IP address I'm working from home today 
4,is 5am #BootCamp2.0 -- Join Me:  www.MyBootCampChallenge.com -- you only need 20 minutes n I believe ur day will be better b/c u did! 
4,"@halleia thanx, heres a classic for the overall wearing and the not  come on eileen!! ? http://blip.fm/~4onjz"
4,@rabryst oh well done! That's brilliant news 
4,@ginasaharudin i love jay jays.. good decently priced clothes 
4,@mileycyrus http://twitpic.com/3o5f1 - Scrummy! Yor face is hilarious! 
4,bachelor's series over at leslie miles.  http://short.ie/w6wgfm me like (these pics and being a bachelor) 
4,@krissynh you dont seem to have very many happy updates!  can beetnik cheer you up?! 
4,now offering free hugs with any smartass remark 
4,@pixiecampbell Configuring what hottie cakes? 
4,@miizronnie you will like it  I wanna buy thier album homework their first one it's real good
4,"Currently listening to the latest Jaguar Skills mix from Trevor Nelson's show, all I can say is &quot;Jaguar Skills Hoooooooooooo!&quot; "
4,@jeminabox you are not awkward with slurpees 
4,@PennySA i like just ginger and chris chameleon and a few others  not usually into music like that but it reminds me of home! 
4,@iamkhayyam Wow are you talking about &quot;me&quot;!!   
4,says hey  http://plurk.com/p/pbood
4,"@hot30 Ok,Thanks "
4,@crenk thanks for the feedback. we're growing quickly and implementing changes that you'll be interested in I think. Stay tuned 
4,@sidneymohede  @Maxperience  Hmmm.... did you really had to share that? 
4,@Sera_Bishop well make them smaller in photoshop or a similar prog 
4,Just going to play some xbox till I pass out 
4,Excited to move away from shitty Hudds in 6 weeks 
4,@mt77 you're welcome! 
4,@brilliantology Good luck! 
4,@funkysurfer welcome back 
4,@ViennaKISS lol it is 
4,@kelonline : U know LOL 
4,hoooray for eBay listings being bought!  (I am again using the Apple Store's internetz!)
4,@dhempe when? where? 
4,Drinking my morning coffee 
4,"@xFrankieMonster yea MCR r cool, i love them &amp; Paramore  xxx"
4,@mary_kate_olsen mary-kate &amp; ashley A. blood sisters for life 
4,"@Maehope So @shufflegazine is one, what's the other? "
4,@fearnly  enjoy
4,new dvd player 
4,@Coqui1219 Heh. It sounds so much better when I don't tell the rest of the story. 
4,"@y0rkfiles Lol, cool. Might work with him/her then! "
4,"Sir Richard kite surfing,Does he know that he got a naked girl clinging to his back?  ; ) http://tinyurl.com/c47oo6 Looking good "
4,BOYF BOUGHT ME A BB STORM! 
4,@Whaleoil right-o will stick to the other 99 things  just watching those naked singing chinese guys... weird...
4,"@evonnz no worries, i got the root beer covered.  "
4,@flyinglens Wonder how many vegetarians Zig Zaglar reached with that? 
4,is dreaming of living where palm trees grow 
4,"food, it keeps me warm  http://tinyurl.com/ch3jqg"
4,@JasonBradbury did you try the 3D Gaming @ the nvidia stand @ GSL? What you think about it? i was won over i have to say 
4,"@HolidayCottage Thanks  it's a funny position to be in, but can't help but focus on the overwhelming positives"
4,@Amanda13Jane @Piercemum @geminilady75 @Annhesketh @Cindymaccramer Thanks for all the mesages 
4,"Is feeling like she good do a Bungee jump  Wowser only day 2 on the best diet ever, welcome to the wonderful world of SureSlim!!!"
4,@CrisBrown peppermint for me 
4,@docbaty Yup - heading to Princeton around 3pm to see Buxton  so heading in to work early.
4,@pagirlhere  That I can buy women ? 
4,bored at home waitin 4 my tink top 2 cum 
4,This is new style for this year  Henleys Kite Jeans http://sfeed.com/item/8110/
4,"@JonasLovato24 Haha, yesyes I do  But they suck. :/ Aw, I betcha could if you took lessons! Yup, but I suck at singing too lol"
4,is getting ready for state tomorrow 
4,its 5 am in ny - do you know where your kid is? - ahhh - it was a long day - going to reboot myself while sleeping - 
4,@darlingtweets youll find some soon if not you can have mine 
4,"@BarbadosInFocus heres my bajan face, my son http://tinyurl.com/cd5lwa "
4,@highdigi Great stuff!!  Thanks!!
4,@mattydsmith I can think of some 
